source_district,school,school_cleaned,my_county,confidence,orig_evidence,poll_loc,poll_eds,poll_confirm,gaz_loc,gaz_lds,gaz_confirm,verdict,notes
Nelson,Takaka Lower District High School,Takaka Lower,Collingwood County,High,Polling: Motueka ED (line 738); Collingwood County seat area,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Takaka Upper,Takaka Upper,Collingwood County,High,Upper Takaka Valley; Collingwood County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Tapawera,Tapawera,Waimea County,High,Polling: Motueka ED (line 748); Wairoa Valley,tapawera,Motueka,Motueka,tapawera,Nelson,Nelson,CONFIRM,Polling ED 'Motueka' confirms county
Nelson,Tauranga Bay,Tauranga Bay,Buller County,Medium,Tauranga Bay near Westport on West Coast; Buller County,,,,tauranga bay,North Auckland,,CONFIRM,KG evidence identifies location and county
Nelson,Te Arowhenua,Te Arowhenua,Nelson County,Low,Uncertain; possibly near Nelson; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Tophouse,Tophouse,Nelson County,Medium,Near St Arnaud/Lake Rotoiti; remote upper Wairoa; Nelson County,,,,tophouse,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Tuikea,Tuikea,Collingwood County,Medium,Golden Bay/Takaka area; Collingwood County,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Tutaki,Tutaki,Buller County,Medium,Near Murchison; upper Buller area,,,,,,,CONFIRM,KG evidence identifies location and county
Nelson,Umere,Umere,Buller County,Low,No direct source; possibly near Murchison,,,,umere,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Uruwhenua,Uruwhenua,Collingwood County,Low,Remote Golden Bay hinterland; Collingwood County,,,,uruwhenua,Nelson,Nelson,CONFIRM,Gazetteer land district 'Nelson' consistent with district
Nelson,Waimea West,Waimea West,Waimea County,High,Polling: Motueka ED (line 743); western Waimea Plains,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Wairangi,Wairangi,Nelson County,Low,No direct source; possibly near Wairoa River,waitangi,Westland,,waitangi,North Auckland | Wellington,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Nelson,Wakefield Lower,Wakefield Lower,Waimea County,High,Polling: Motueka ED (line 718) and Nelson ED (line 691); Waimea County,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Nelson,Will's Road,Wills Road,Buller County,Low,No direct source; possibly near Westport,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Airedale,Airedale,Clutha County,Low,No direct source; small locality; likely Clutha area,,,,airedale,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Akatore,Akatore,Clutha County,High,Coastal south Otago near Balclutha; Clutha County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Akatore Coast,Akatore Coast,Clutha County,High,Coastal south Otago; Clutha County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Arthurton,Arthurton,Clutha County,High,Polling: Otago Central ED (line 1260 as 'Otaria/Arthurton'); near Clinton railway,,,,arthurton,"Otago, Southland",,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Bald Hill,Bald Hill,Vincent County,High,Polling: Otago Central ED (line 1168 'Bald Hill Flat'); near Alexandra,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Bendigo,Bendigo,Lake County,Medium,Near Tarras/Cromwell gold area; Lake County,,,,bendigo,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Berwen,Berwen,Clutha County,Low,Very small; no direct source; possibly Clutha area,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Blacks,Blacks,Bruce County,Low,Near Milton; Bruce County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Blackstone,Blackstone,Maniototo County,High,Polling: Otago Central ED (line 1159 'Blackstone Hill'); near St Bathans,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Broad Bay,Broad Bay,Peninsula County,High,Polling: Chalmers ED (line 1265); Otago Peninsula,broad bay,Dunedin Central,Dunedin Central,broad bay,Otago,Otago,CONFIRM,Polling ED 'Dunedin Central' confirms county
Otago,Chaslands,Chaslands,Clutha County,High,Remote Catlins coast; Clutha County,,,,chaslands,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Chatto Creek,Chatto Creek,Vincent County,High,Polling: Otago Central ED (line 1165); near Omakau/Ophir,,,,chatto creek,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Clark's Flat,Clarks Flat,Tuapeka County,Low,Near Lawrence; Tuapeka County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Dunrobin,Dunrobin,Tuapeka County,Medium,Polling: Otago Central ED (line 1182); near Tapanui area,,,,dunrobin,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,East Taieri,East Taieri,Taieri County,High,Polling: Chalmers ED (line 1287 'East Taieri'); Taieri Plain,east taieri,Dunedin Central,,east taieri,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Edievale,Edievale,Tuapeka County,High,Polling: Otago Central ED (line 1176 Mr Spencer's House); near Kelso,edievale,Otago Central,,edievale,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Elderslie,Elderslie,Bruce County,Low,Near Lovell's Flat/Bruce County area; no direct source,ellerslie,Manukau,,elderslie,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Evansdale,Evansdale,Waikouaiti County,Medium,Near Dunedin north coast; Waikouaiti County,,,,evansdale,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Evans Flat,Evans Flat,Tuapeka County,Medium,Near Lawrence; Tuapeka County,,,,evans flat,Canterbury,,CONFIRM,KG evidence identifies location and county
Otago,Five Forks,Five Forks,Tuapeka County,Low,Gold area near Lawrence; Tuapeka County,,,,five forks,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Flag Swamp,Flag Swamp,Taieri County,Medium,Taieri Plain south of Dunedin; Taieri County,,,,flag swamp,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Glenledi,Glenledi,Clutha County,Low,Small; Catlins area; no direct source,,,,glenledi,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Glenore,Glenore,Bruce County,Low,Near Milton/Lovell's Flat; Bruce County,,,,glenore,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Greenfield,Greenfield,Waitaki County,Low,Near Oamaru; no direct source,,,,greenfield,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Hampden,Hampden,Waitaki County,High,North Otago coastal town; Waitaki County (town board not borough),,,,hampden,Nelson | Otago,Otago,CONFIRM,Gazetteer land district 'Nelson | Otago' consistent with district
Otago,Hawea,Hawea,Lake County,High,Near Lake Hawea; Lake County,hawera,Patea,,hawera,Wellington,,CONFIRM,KG evidence identifies location and county
Otago,Hill Springs,Hill Springs,Waitaki County,Low,Possibly near Oamaru; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Hinahina,Hinahina,Clutha County,Low,Coastal south Otago; Clutha County,,,,hinahina,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Hindon Railway,Hindon Railway,Maniototo County,High,"Polling: Otago Central ED (line 1211 'Ladies' Waiting-room, Hindon Railway-station')",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Hooper's Inlet,Hoopers Inlet,Peninsula County,High,Polling: Chalmers ED (line 1267); Otago Peninsula,hooper’s inlet,Dunedin Central,Dunedin Central,hoopers inlet,Otago,Otago,CONFIRM,Polling ED 'Dunedin Central' confirms county
Otago,Inch Valley,Inch Valley,Waitaki County,Low,Near Maheno/Oamaru; no direct source,,,,inch valley,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Island Cliffe,Island Cliffe,Waitaki County,Medium,Near Oamaru coast; Waitaki County,,,,island cliff,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kaihiku,Kaihiku,Tuapeka County,Medium,Near Tapanui; Tuapeka County,kaihu,Kaipara,,kaihiku,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Karitane,Karitane,Waikouaiti County,High,Coastal north of Dunedin; Waikouaiti County,,,,karitane,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kartigi,Kartigi,Waitaki County,Low,Possibly near Oamaru coast; no direct source,,,,kartigi,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kauroo,Kauroo,Waitaki County,Medium,Kauroo Hill near Oamaru; Waitaki County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Killermont,Killermont,Tuapeka County,Low,Very small (avg 1); possibly near Lawrence; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Kokoano,Kokoano,Clutha County,Low,Possibly Clutha/Catlins area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Kokonga,Kokonga,Maniototo County,High,Polling: Otago Central ED (line 1193); Maniototo,kokonga,Otago Central,,kokonga,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kuri Bush,Kuri Bush,Taieri County,High,Polling: Chalmers ED (line 1285); Taieri area near coast,kuri bush,Dunedin Central,,kuri bush,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kuriwao,Kuriwao,Clutha County,High,Railway: Balclutha-Invercargill (line 2716 Kuriwao); near Clinton,,,,kuriwao,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Kyeburn Diggings,Kyeburn Diggings,Maniototo County,High,Polling: Otago Central ED (line 1192); Maniototo,,,,kyeburn diggings,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Lauder Railway Station,Lauder Railway Station,Maniototo County,High,Same locality as Lauder; Otago Central ED,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Lower Harbour,Lower Harbour,Peninsula County,High,"Polling: Chalmers ED (line 1273 'Lower Harbour, Port Chalmers'); Peninsula County",lower harbour,Dunedin Central,Dunedin Central,,,,CONFIRM,Polling ED 'Dunedin Central' confirms county
Otago,Luggate,Luggate,Lake County,High,Wakatipu ED (line 1318); Lake County on Clutha,luggate,Wakatipu,Wakatipu,luggate,Otago,Otago,CONFIRM,Polling ED 'Wakatipu' confirms county
Otago,McLennan,McLennan,Clutha County,Medium,Near Catlins; Clutha County,,,,maclennan,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Manuka Creek,Manuka Creek,Clutha County,Low,Small; Catlins area; no direct source,,,,manuka creek,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Matakanui,Matakanui,Maniototo County,High,Polling: Otago Central ED (line 1163); Maniototo,matakanui,Otago Central,,matakanui,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Merino Downs,Merino Downs,Tuapeka County,High,Polling: Otago Central ED (line 1181); near Tapanui/Kelso,,,,merino downs,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Moonlight,Moonlight,Maniototo County,High,Polling: Otago Central ED (line 1190); Maniototo,moonlight,Otago Central,,moonlight,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Mount Cargill,Mount Cargill,Peninsula County,High,Polling: Chalmers ED (line 1272); Peninsula County above harbour,,,,mount cargill,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Mount Stewart,Mount Stewart,Taieri County,Medium,Near Outram; Taieri County,,,,mount stuart,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Ngapuna,Ngapuna,Maniototo County,High,Polling: Otago Central ED (line 1215); Strath Taieri,ngapuna,Otago Central,,ngapuna,Otago | South Auckland,Otago,CONFIRM,Gazetteer land district 'Otago | South Auckland' consistent with district
Otago,North East Harbour,North East Harbour,Peninsula County,High,Polling: Chalmers ED (line 1268); north-east Otago Harbour,north-east hurbour,Dunedin Central,Dunedin Central,,,,CONFIRM,Polling ED 'Dunedin Central' confirms county
Otago,North Taieri,North Taieri,Taieri County,High,Polling: Chalmers ED (line 1280); Taieri Plain,,,,north taieri,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Nugget Point,Nugget Point,Clutha County,High,Catlins coast; Clutha County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Otakou,Otakou,Peninsula County,High,Polling: Chalmers ED (line 1269); Otago Peninsula,,,,otakou,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Otanomomo,Otanomomo,Bruce County,Medium,Near Milton/Stirling; Bruce County,,,,otanomomo,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Otekura,Otekura,Clutha County,Medium,Near Owaka/Catlins; Clutha County,okura,Westland,,otekura,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Otepopo,Otepopo,Waitaki County,High,"Polling: Waitaki ED (line 1127 'Otepopo, Herbert Post-office')",otepopo,Temuka,,otepopo,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Outram,Outram,Taieri County,High,Polling: Otago Central ED (line 1201 Courthouse Outram); Taieri County,outram,Otago Central,,outram,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Owaka Valley,Owaka Valley,Clutha County,High,Near Owaka; Clutha County,,,,owaka valley,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Paerau,Paerau,Maniototo County,High,"Polling: Otago Central ED (line 1185 'Howell's Wool-sheds, Paerau')",,,,paerau,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Papatowai,Papatowai,Clutha County,High,Catlins coast; Clutha County,,,,papatowai,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Popotunoa,Popotunoa,Bruce County,Medium,Near Tokoiti/Bruce County area,,,,popotunoa,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Port Molyneux,Port Molyneux,Clutha County,High,Clutha River mouth; Clutha County,,,,port molyneux,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Pounawea,Pounawea,Clutha County,High,Catlins estuary; Clutha County,,,,pounawea,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Pukeiwitahi,Pukeiwitahi,Bruce County,Low,Near Milton area; Bruce County,kiwitahi,Tauranga,,,,,CONFIRM,KG evidence identifies location and county
Otago,Pukema,Pukema,Maniototo County,Medium,Post offices: Hyde-Pukema listed together; near Hyde/Strath Taieri,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Pukepito,Pukepito,Clutha County,Low,Possibly Clutha area; no direct source,,,,pukepito,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Puketi,Puketi,Bruce County,Low,Possibly near Milton; Bruce County,,,,puketi,Otago | North Auckland,Otago,CONFIRM,Gazetteer land district 'Otago | North Auckland' consistent with district
Otago,Purakauiti,Purakauiti,Waitaki County,Low,Near Purakaunui North Otago coast; Waitaki County,purakanui,Dunedin Central,,purakauiti,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Rae's Junction,Raes Junction,Vincent County,High,Polling: Otago Central ED (line 1173); near Roxburgh,rae’s junction,Otago Central,Otago Central,raes junction,Otago,Otago,CONFIRM,Polling ED 'Otago Central' confirms county
Otago,Ravensbourne,Ravensbourne,Peninsula County,High,Polling: Chalmers ED (line 1261); inner harbour suburb,,,,ravensbourne,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Reomoana,Reomoana,Clutha County,Low,Coastal Clutha area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,St. Leonards,St. Leonards,Peninsula County,High,Polling: Chalmers ED (line 1260); near Port Chalmers,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Southbridge,Southbridge,Clutha County,Low,Uncertain; Southbridge normally Canterbury/Ellesmere; possibly transcription error or different locality,southbridge,Ellesmere,,southbridge,Canterbury,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Spottis Creek,Spottis Creek,Clutha County,Medium,Near Owaka/Catlins; Clutha County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Spylaw Valley,Spylaw Valley,Clutha County,Low,Catlins area; Clutha County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Stony Creek,Stony Creek,Clutha County,Low,Clutha area; no direct source,,,,stony creek,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Strath Taieri,Strath Taieri,Maniototo County,High,Middlemarch area; upper Taieri/Maniototo County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Table Hill,Table Hill,Taieri County,Low,Taieri area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,Taieri Beach,Taieri Beach,Taieri County,High,Taieri coast; Taieri County,,,,taieri beach,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Taieri Ferry,Taieri Ferry,Taieri County,High,Taieri River crossing; Taieri County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Tapui,Tapui,Bruce County,Medium,Near Milton; Bruce County,tapuhi,Bay Of Islands,,tapui,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Tarara,Tarara,Clutha County,Medium,Polling: Dunedin ED (postal data Ratanui-Tarara); Catlins,tarras,Wakatipu,,tarara,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Taumata,Taumata,Clutha County,Low,Possibly Clutha area; no direct source,,,,taumata,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Teaneraki,Teaneraki,Waitaki County,High,"Polling: Waitaki ED (line 1119 'Teaneraki, Enfield Post-office')",teaneraki,Temuka,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Upper Junction,Upper Junction,Clutha County,Low,Possibly near Clutha/Owaka area; no direct source,,,,upper junction,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waihemo,Waihemo,Waihemo County,Medium,Waihemo County (upper Waitaki/Maniototo border area),waiho,Westland,,waihemo,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waikouaiti,Waikouaiti,Waikouaiti County,High,Polling: coordinates_boroughs.csv; Waikouaiti County (town board not borough),,,,waikouaiti,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waipori,Waipori,Taieri County,Medium,Waipori River; Taieri County,,,,waipori,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waipori Falls,Waipori Falls,Taieri County,Medium,Waipori Gorge; Taieri County,,,,waipori falls,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waitahuna Gully,Waitahuna Gully,Tuapeka County,High,Near Waitahuna; Tuapeka County,,,,waitahuna gully,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waitaki Bridge,Waitaki Bridge,Waitaki County,Medium,Waitaki River crossing; Waitaki County,,,,waitaki bridge,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waitapeka,Waitapeka,Clutha County,Medium,Near Owaka/Catlins; Clutha County,,,,waitepeka,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Wanaka,Wanaka,Lake County,High,"Wakatipu ED (line 1304 'The Public School, Pembroke'); Lake County",,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Otago,Wanaka Road,Wanaka Road,Lake County,Medium,Near Wanaka; Lake County,,,,,,,CONFIRM,KG evidence identifies location and county
Otago,Wangaloa,Wangaloa,Clutha County,Medium,Near Balclutha coast; Clutha County,whangaroa,Bay Of Islands,,wangaloa,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Waronui,Waronui,Clutha County,Low,Clutha area; no direct source,,,,,,,INVESTIGATE,No direct source or uncertain assignment; needs further research
Otago,West Taieri,West Taieri,Taieri County,High,Taieri Plain; Taieri County,east taieri,Dunedin Central,,east taieri,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Wetherstones,Wetherstones,Clutha County,Low,Catlins/south Otago; Clutha County,,,,wetherstons,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Whare Flat,Whare Flat,Taieri County,High,Polling: Chalmers ED (line 1283); Taieri area,,,,whare flat,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Wharekuri,Wharekuri,Waihemo County,Medium,Wharekuri near Omarama/upper Waitaki; Waihemo County,,,,wharekuri,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Otago,Wharetoa,Wharetoa,Clutha County,Low,Possibly Clutha/Catlins area; no direct source,wharepoa,Thames,,wharetoa,Otago,Otago,CONFIRM,Gazetteer land district 'Otago' consistent with district
Taranaki,Ackland,Ackland,Inglewood County,Low,Taranaki ED proximity; Ackland Road near Inglewood,,,,auckland,North Auckland,,CONFIRM,KG evidence identifies location and county
Taranaki,Ahiti,Ahiti,Ohura County,Medium,Gazetteer: Ahititi locality (Taranaki province) at -38.862 174.605; 67km from NP per Reed; eastern Taranaki uplands,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Aukopae,Aukopae,Ohura County,Medium,Gazetteer: Aukopae locality (Taranaki province) at -38.924 175.081; near Whanganui River eastern Taranaki; Te Aukopae Stream noted in gazetteer,,,,aukopae,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Denbigh,Denbigh,Stratford County,Medium,Stratford ED; Denbigh Road south-west of Stratford,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Dudley,Dudley,Stratford County,High,Stratford ED (polling line 456); Dudley Road near Stratford,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Durham,Durham,Stratford County,High,Stratford ED (polling line 455); Durham Road near Stratford,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Finnerty,Finnerty,Clifton County,Medium,Near Urenui on north Taranaki coast; not in main polls but locality in Clifton area,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Fraser Road,Fraser Road,Egmont County,Medium,Egmont ED (polling line 532); Fraser Road near Opunake coast,,,,fraser road,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Hapurua (6) and Waitewhena (5),Hapurua and Waitewhena,Clifton County,Low,Small Grade 1; Hapurua Valley near Urenui area (north coast),,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Herangi,Herangi,Ohura County,Medium,Gazetteer: Herangi Hill (Taranaki province) at -39.023 175.084; same eastern Taranaki uplands zone as Aukopae,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Huiakama,Huiakama,Clifton County,Medium,Taranaki ED; Huiakama on north coastal strip near Urenui,,,,huiakama,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Hurford,Hurford,Inglewood County,Low,Near Inglewood (Hurford Road area); Taranaki ED,,,,hurford,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Kahui,Kahui,Egmont County,High,Egmont ED (polling line 517); near Opunake coast,kahui,Egmont,Egmont,,,,CONFIRM,Polling ED 'Egmont' confirms county
Taranaki,Kaimiro,Kaimiro,Taranaki County,High,small_cities: Kaimiro implicit in Taranaki County area; corrected from Inglewood County,kaimiro,Taranaki,Taranaki,kaimiro,Taranaki,Taranaki,CONFIRM,Polling ED 'Taranaki' confirms county
Taranaki,Kaponga,Kaponga,Eltham County,High,Egmont ED (polling line 509); Kaponga between Eltham and Opunake,kaponga,Egmont,,kaponga,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Kent,Kent,Taranaki County,Medium,Taranaki ED; Kent Road school near New Plymouth,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Kiore,Kiore,Stratford County,Medium,Gazetteer: Kiore locality (Taranaki province) at -39.226 174.536; east of Stratford in hill country; Reed: near Stratford area,,,,kiore,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Koru,Koru,Taranaki County,High,Taranaki ED (polling line 479); near New Plymouth coast,koru,Taranaki,Taranaki,koru,Taranaki,Taranaki,CONFIRM,Polling ED 'Taranaki' confirms county
Taranaki,Mahirakau,Mahirakau,Ohura County,Medium,Taumarunui ED (polling line 369); Mahirakau near Ohura,mahirakau,Bay Of Plenty,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Makahu,Makahu,Stratford County,Medium,"Gazetteer: Makahu locality (Taranaki province) at -39.293 174.631; Reed: ""near Stratford""; east of Stratford",omakau,Otago Central,,makahu,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Manaia,Manaia,Hawera County,Medium,Egmont ED (polling line 528); Town Hall Manaia — town in Hawera County; not in borough list,manaia,Egmont,,manaia,Taranaki | South Auckland,Taranaki,CONFIRM,Gazetteer land district 'Taranaki | South Auckland' consistent with district
Taranaki,Mangahume,Mangahume,Eltham County,High,Egmont ED (polling line 513); Mangahume (Eltham Road) near Eltham,mangahume,Egmont,,mangahu,Wellington,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Mangamingi,Mangamingi,Eltham County,High,Egmont ED (polling line 506); near Eltham,,,,mangamingi,South Auckland | Taranaki,Taranaki,CONFIRM,Gazetteer land district 'South Auckland | Taranaki' consistent with district
Taranaki,Mangorei Lower,Mangorei Lower,Taranaki County,High,Taranaki ED (polling line 498); Lower Mangorei near New Plymouth,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Mangorei Upper,Mangorei Upper,Taranaki County,High,Taranaki ED (polling line 490); Upper Mangorei near New Plymouth,,,,,,,CONFIRM,Strong original evidence (small_cities / polling)
Taranaki,Marco,Marco,Whangamomona County,Medium,Gazetteer: Marco locality (Taranaki province) at -39.108 174.749; Marco Hill at -39.107 174.733; longitude matches Whangamomona County centroid (174.74),,,,marco,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Matau (household),Matau (household,Clifton County,Medium,Near Matau/Urenui on north coast,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Mimi,Mimi,Clifton County,High,North coast at Mimi River near Urenui; Clifton County,,,,mimi,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Mokau River,Mokau River,Clifton County,Medium,Same locality as Mokau school; Grade 0 school,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Mount Messenger,Mount Messenger,Clifton County,High,Near Urenui/Tongaporutu on north coast; Clifton County,,,,,,,CONFIRM,KG evidence identifies location and county
Taranaki,Newall,Newall,Egmont County,High,Egmont ED (polling line 521); Newall Road near Opunake,,,,newall,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
Taranaki,Nihoniho,Nihoniho,Ohura County,High,Taumarunui ED (polling line 365); Nihoniho near Ohura,,,,nihoniho,Taranaki,Taranaki,CONFIRM,Gazetteer land district 'Taranaki' consistent with district
